production_day,station_id,station_name,oee_pct,availability_pct,performance_pct,quality_pct,defect_rate_pct,downtime_minutes,mtbf_hours,mttr_hours,anomaly_score,is_anomaly
2026-05-01,10,SFX-PLM-ASSY-01,40.81,45.18,99.38,90.89,0.0,44.97,0.0,0.0,0.046935180692260436,False
2026-05-01,10,SFX-PLM-ASSY-01,40.81,45.18,99.38,90.89,0.0,23.75,0.0,0.0,0.04730680013160338,False
2026-05-01,10,SFX-PLM-ASSY-01,40.81,45.18,99.38,90.89,0.0,86.18,0.0,0.0,-0.003923283573571856,True
2026-05-01,10,SFX-PLM-ASSY-01,40.81,45.18,99.38,90.89,0.0,27.1,0.0,0.0,0.04794884286808743,False
2026-03-03,10,SFX-PLM-ASSY-01,76.28,82.44,99.63,92.88,0.0,35.58,0.0,0.0,0.1747011725065743,False
2026-03-03,10,SFX-PLM-ASSY-01,76.28,82.44,99.63,92.88,0.0,10.8,0.0,0.0,0.16267699063191016,False
2025-11-27,10,SFX-PLM-ASSY-01,74.5,81.03,99.79,92.13,0.0,40.73,0.0,0.0,0.16166417852385123,False
2025-11-27,10,SFX-PLM-ASSY-01,74.5,81.03,99.79,92.13,0.0,28.72,0.0,0.0,0.1710274366152521,False
2026-02-13,10,SFX-PLM-ASSY-01,25.47,27.98,99.6,91.42,0.0,17.68,0.0,0.0,0.015475198049034411,False
2026-02-13,10,SFX-PLM-ASSY-01,25.47,27.98,99.6,91.42,0.0,9.9,0.0,0.0,0.007707048382227688,False
2026-02-13,10,SFX-PLM-ASSY-01,25.47,27.98,99.6,91.42,0.0,27.02,0.0,0.0,0.01504995612223059,False
2026-02-13,10,SFX-PLM-ASSY-01,25.47,27.98,99.6,91.42,0.0,76.58,0.0,0.0,-0.02080708418038979,True
2026-03-13,10,SFX-PLM-ASSY-01,74.02,81.81,99.68,90.75,0.0,81.32,0.0,0.0,0.09387895864681362,False
2026-03-13,10,SFX-PLM-ASSY-01,74.02,81.81,99.68,90.75,0.0,28.55,0.0,0.0,0.16172008989933967,False
2026-03-13,10,SFX-PLM-ASSY-01,74.02,81.81,99.68,90.75,0.0,8.48,0.0,0.0,0.1426211795032712,False
2026-02-03,10,SFX-PLM-ASSY-01,52.1,57.39,99.54,91.2,0.0,12.63,0.0,0.0,0.16829740058149367,False
2026-02-03,10,SFX-PLM-ASSY-01,52.1,57.39,99.54,91.2,0.0,40.82,0.0,0.0,0.1690235399669477,False
2026-02-03,10,SFX-PLM-ASSY-01,52.1,57.39,99.54,91.2,0.0,50.75,0.0,0.0,0.16014375099174488,False
2026-02-03,10,SFX-PLM-ASSY-01,52.1,57.39,99.54,91.2,0.0,32.35,0.0,0.0,0.1767072250825264,False
2026-01-28,10,SFX-PLM-ASSY-01,93.42,100.0,99.59,93.8,0.0,35.72,0.0,0.0,0.049099660861840144,False
2026-01-28,10,SFX-PLM-ASSY-01,93.42,100.0,99.59,93.8,0.0,12.05,0.0,0.0,0.03640321758642795,False
2025-12-22,10,SFX-PLM-ASSY-01,42.52,47.31,99.63,90.2,0.0,58.22,0.0,0.0,0.09018896490898975,False
2025-12-22,10,SFX-PLM-ASSY-01,42.52,47.31,99.63,90.2,0.0,37.95,0.0,0.0,0.11103027372274277,False
2026-03-18,10,SFX-PLM-ASSY-01,90.81,100.0,99.75,91.04,0.0,40.62,0.0,0.0,0.07390699777287335,False
2025-11-13,10,SFX-PLM-ASSY-01,92.67,100.0,99.75,92.9,0.0,30.62,0.0,0.0,0.08242821554542012,False
2026-04-30,10,SFX-PLM-ASSY-01,70.24,76.08,99.66,92.64,0.0,29.63,0.0,0.0,0.19870063003843857,False
2026-04-30,10,SFX-PLM-ASSY-01,70.24,76.08,99.66,92.64,0.0,13.98,0.0,0.0,0.18529338715022642,False
2026-04-30,10,SFX-PLM-ASSY-01,70.24,76.08,99.66,92.64,0.0,42.6,0.0,0.0,0.19384639477241417,False
2026-04-30,10,SFX-PLM-ASSY-01,70.24,76.08,99.66,92.64,0.0,37.9,0.0,0.0,0.1946892640174379,False
2026-03-10,10,SFX-PLM-ASSY-01,47.67,51.66,99.58,92.67,0.0,47.45,0.0,0.0,0.154979670274486,False
2026-03-10,10,SFX-PLM-ASSY-01,47.67,51.66,99.58,92.67,0.0,43.47,0.0,0.0,0.1634986334210327,False
2026-04-29,10,SFX-PLM-ASSY-01,58.04,62.34,99.67,93.41,0.0,58.85,0.0,0.0,0.13992696736014504,False
2026-04-29,10,SFX-PLM-ASSY-01,58.04,62.34,99.67,93.41,0.0,36.02,0.0,0.0,0.15984095411719518,False
2026-04-23,10,SFX-PLM-ASSY-01,91.18,100.0,99.55,91.58,0.0,30.62,0.0,0.0,0.10223031635312585,False
2025-12-30,10,SFX-PLM-ASSY-01,57.06,61.94,99.58,92.5,0.0,52.4,0.0,0.0,0.17885529714207327,False
2025-12-30,10,SFX-PLM-ASSY-01,57.06,61.94,99.58,92.5,0.0,42.92,0.0,0.0,0.19004043879157306,False
2025-12-30,10,SFX-PLM-ASSY-01,57.06,61.94,99.58,92.5,0.0,13.07,0.0,0.0,0.18679609687399118,False
2025-12-30,10,SFX-PLM-ASSY-01,57.06,61.94,99.58,92.5,0.0,6.72,0.0,0.0,0.17428772254615243,False
